Date,Day Name,Start of Week,Start of Month,Start of Quarter,Month Name,Month,Year,Start of Year,Month Number(DAX),Month Short,today,Day of week,Weekend,MM/YY
11-04-2020,Saturday,06-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,6,weekend,April 2020
12-04-2020,Sunday,06-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,7,weekend,April 2020
13-04-2020,Monday,13-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,1,weekday,April 2020
14-04-2020,Tuesday,13-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,2,weekday,April 2020
15-04-2020,Wednesday,13-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,3,weekday,April 2020
16-04-2020,Thursday,13-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,4,weekday,April 2020
17-04-2020,Friday,13-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,5,weekday,April 2020
18-04-2020,Saturday,13-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,6,weekend,April 2020
19-04-2020,Sunday,13-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,7,weekend,April 2020
20-04-2020,Monday,20-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,1,weekday,April 2020
21-04-2020,Tuesday,20-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,2,weekday,April 2020
22-04-2020,Wednesday,20-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,3,weekday,April 2020
23-04-2020,Thursday,20-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,4,weekday,April 2020
24-04-2020,Friday,20-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,5,weekday,April 2020
25-04-2020,Saturday,20-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,6,weekend,April 2020
26-04-2020,Sunday,20-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,7,weekend,April 2020
27-04-2020,Monday,27-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,1,weekday,April 2020
28-04-2020,Tuesday,27-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,2,weekday,April 2020
29-04-2020,Wednesday,27-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,3,weekday,April 2020
30-04-2020,Thursday,27-04-2020,01-04-2020,01-04-2020,April,4,2020,01-01-2020,4,April,13-03-2026,4,weekday,April 2020
01-05-2020,Friday,27-04-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,5,weekday,May 2020
02-05-2020,Saturday,27-04-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,6,weekend,May 2020
03-05-2020,Sunday,27-04-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,7,weekend,May 2020
04-05-2020,Monday,04-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,1,weekday,May 2020
05-05-2020,Tuesday,04-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,2,weekday,May 2020
06-05-2020,Wednesday,04-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,3,weekday,May 2020
07-05-2020,Thursday,04-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,4,weekday,May 2020
08-05-2020,Friday,04-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,5,weekday,May 2020
09-05-2020,Saturday,04-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,6,weekend,May 2020
10-05-2020,Sunday,04-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,7,weekend,May 2020
11-05-2020,Monday,11-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,1,weekday,May 2020
12-05-2020,Tuesday,11-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,2,weekday,May 2020
13-05-2020,Wednesday,11-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,3,weekday,May 2020
14-05-2020,Thursday,11-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,4,weekday,May 2020
15-05-2020,Friday,11-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,5,weekday,May 2020
16-05-2020,Saturday,11-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,6,weekend,May 2020
17-05-2020,Sunday,11-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,7,weekend,May 2020
18-05-2020,Monday,18-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,1,weekday,May 2020
19-05-2020,Tuesday,18-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,2,weekday,May 2020
20-05-2020,Wednesday,18-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,3,weekday,May 2020
21-05-2020,Thursday,18-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,4,weekday,May 2020
22-05-2020,Friday,18-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,5,weekday,May 2020
23-05-2020,Saturday,18-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,6,weekend,May 2020
24-05-2020,Sunday,18-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,7,weekend,May 2020
25-05-2020,Monday,25-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,1,weekday,May 2020
26-05-2020,Tuesday,25-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,2,weekday,May 2020
27-05-2020,Wednesday,25-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,3,weekday,May 2020
28-05-2020,Thursday,25-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,4,weekday,May 2020
29-05-2020,Friday,25-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,5,weekday,May 2020
30-05-2020,Saturday,25-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,6,weekend,May 2020
31-05-2020,Sunday,25-05-2020,01-05-2020,01-04-2020,May,5,2020,01-01-2020,pata nhi,May,13-03-2026,7,weekend,May 2020
01-06-2020,Monday,01-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,1,weekday,June 2020
02-06-2020,Tuesday,01-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,2,weekday,June 2020
03-06-2020,Wednesday,01-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,3,weekday,June 2020
04-06-2020,Thursday,01-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,4,weekday,June 2020
05-06-2020,Friday,01-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,5,weekday,June 2020
06-06-2020,Saturday,01-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,6,weekend,June 2020
07-06-2020,Sunday,01-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,7,weekend,June 2020
08-06-2020,Monday,08-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,1,weekday,June 2020
09-06-2020,Tuesday,08-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,2,weekday,June 2020
10-06-2020,Wednesday,08-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,3,weekday,June 2020
11-06-2020,Thursday,08-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,4,weekday,June 2020
12-06-2020,Friday,08-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,5,weekday,June 2020
13-06-2020,Saturday,08-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,6,weekend,June 2020
14-06-2020,Sunday,08-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,7,weekend,June 2020
15-06-2020,Monday,15-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,1,weekday,June 2020
16-06-2020,Tuesday,15-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,2,weekday,June 2020
17-06-2020,Wednesday,15-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,3,weekday,June 2020
18-06-2020,Thursday,15-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,4,weekday,June 2020
19-06-2020,Friday,15-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,5,weekday,June 2020
20-06-2020,Saturday,15-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,6,weekend,June 2020
21-06-2020,Sunday,15-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,7,weekend,June 2020
22-06-2020,Monday,22-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,1,weekday,June 2020
23-06-2020,Tuesday,22-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,2,weekday,June 2020
24-06-2020,Wednesday,22-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,3,weekday,June 2020
25-06-2020,Thursday,22-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,4,weekday,June 2020
26-06-2020,Friday,22-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,5,weekday,June 2020
27-06-2020,Saturday,22-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,6,weekend,June 2020
28-06-2020,Sunday,22-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,7,weekend,June 2020
29-06-2020,Monday,29-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,1,weekday,June 2020
30-06-2020,Tuesday,29-06-2020,01-06-2020,01-04-2020,June,6,2020,01-01-2020,pata nhi,June,13-03-2026,2,weekday,June 2020
01-10-2020,Thursday,28-09-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,4,weekday,October 2020
02-10-2020,Friday,28-09-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,5,weekday,October 2020
03-10-2020,Saturday,28-09-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,6,weekend,October 2020
04-10-2020,Sunday,28-09-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,7,weekend,October 2020
05-10-2020,Monday,05-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,1,weekday,October 2020
06-10-2020,Tuesday,05-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,2,weekday,October 2020
07-10-2020,Wednesday,05-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,3,weekday,October 2020
08-10-2020,Thursday,05-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,4,weekday,October 2020
09-10-2020,Friday,05-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,5,weekday,October 2020
10-10-2020,Saturday,05-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,6,weekend,October 2020
11-10-2020,Sunday,05-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,7,weekend,October 2020
12-10-2020,Monday,12-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,1,weekday,October 2020
13-10-2020,Tuesday,12-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,2,weekday,October 2020
14-10-2020,Wednesday,12-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,3,weekday,October 2020
15-10-2020,Thursday,12-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,4,weekday,October 2020
16-10-2020,Friday,12-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,5,weekday,October 2020
17-10-2020,Saturday,12-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,6,weekend,October 2020
18-10-2020,Sunday,12-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,7,weekend,October 2020
19-10-2020,Monday,19-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,1,weekday,October 2020
20-10-2020,Tuesday,19-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,2,weekday,October 2020
21-10-2020,Wednesday,19-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,3,weekday,October 2020
22-10-2020,Thursday,19-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,4,weekday,October 2020
23-10-2020,Friday,19-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,5,weekday,October 2020
24-10-2020,Saturday,19-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,6,weekend,October 2020
25-10-2020,Sunday,19-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,7,weekend,October 2020
26-10-2020,Monday,26-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,1,weekday,October 2020
27-10-2020,Tuesday,26-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,2,weekday,October 2020
28-10-2020,Wednesday,26-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,3,weekday,October 2020
29-10-2020,Thursday,26-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,4,weekday,October 2020
30-10-2020,Friday,26-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,5,weekday,October 2020
31-10-2020,Saturday,26-10-2020,01-10-2020,01-10-2020,October,10,2020,01-01-2020,pata nhi,October,13-03-2026,6,weekend,October 2020
01-11-2020,Sunday,26-10-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,7,weekend,November 2020
02-11-2020,Monday,02-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,1,weekday,November 2020
03-11-2020,Tuesday,02-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,2,weekday,November 2020
04-11-2020,Wednesday,02-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,3,weekday,November 2020
05-11-2020,Thursday,02-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,4,weekday,November 2020
06-11-2020,Friday,02-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,5,weekday,November 2020
07-11-2020,Saturday,02-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,6,weekend,November 2020
08-11-2020,Sunday,02-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,7,weekend,November 2020
09-11-2020,Monday,09-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,1,weekday,November 2020
10-11-2020,Tuesday,09-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,2,weekday,November 2020
11-11-2020,Wednesday,09-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,3,weekday,November 2020
12-11-2020,Thursday,09-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,4,weekday,November 2020
13-11-2020,Friday,09-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,5,weekday,November 2020
14-11-2020,Saturday,09-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,6,weekend,November 2020
15-11-2020,Sunday,09-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,7,weekend,November 2020
16-11-2020,Monday,16-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,1,weekday,November 2020
17-11-2020,Tuesday,16-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,2,weekday,November 2020
18-11-2020,Wednesday,16-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,3,weekday,November 2020
19-11-2020,Thursday,16-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,4,weekday,November 2020
20-11-2020,Friday,16-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,5,weekday,November 2020
21-11-2020,Saturday,16-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,6,weekend,November 2020
22-11-2020,Sunday,16-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,7,weekend,November 2020
23-11-2020,Monday,23-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,1,weekday,November 2020
24-11-2020,Tuesday,23-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,2,weekday,November 2020
25-11-2020,Wednesday,23-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,3,weekday,November 2020
26-11-2020,Thursday,23-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,4,weekday,November 2020
27-11-2020,Friday,23-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,5,weekday,November 2020
28-11-2020,Saturday,23-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,6,weekend,November 2020
29-11-2020,Sunday,23-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,7,weekend,November 2020
30-11-2020,Monday,30-11-2020,01-11-2020,01-10-2020,November,11,2020,01-01-2020,pata nhi,NovembPr,13-03-2026,1,weekday,November 2020
01-12-2020,Tuesday,30-11-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,2,weekday,December 2020
02-12-2020,Wednesday,30-11-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,3,weekday,December 2020
03-12-2020,Thursday,30-11-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,4,weekday,December 2020
04-12-2020,Friday,30-11-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,5,weekday,December 2020
05-12-2020,Saturday,30-11-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,6,weekend,December 2020
06-12-2020,Sunday,30-11-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,7,weekend,December 2020
07-12-2020,Monday,07-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,1,weekday,December 2020
08-12-2020,Tuesday,07-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,2,weekday,December 2020
09-12-2020,Wednesday,07-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,3,weekday,December 2020
10-12-2020,Thursday,07-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,4,weekday,December 2020
11-12-2020,Friday,07-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,5,weekday,December 2020
12-12-2020,Saturday,07-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,6,weekend,December 2020
13-12-2020,Sunday,07-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,7,weekend,December 2020
14-12-2020,Monday,14-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,1,weekday,December 2020
15-12-2020,Tuesday,14-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,2,weekday,December 2020
16-12-2020,Wednesday,14-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,3,weekday,December 2020
17-12-2020,Thursday,14-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,4,weekday,December 2020
18-12-2020,Friday,14-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,5,weekday,December 2020
19-12-2020,Saturday,14-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,6,weekend,December 2020
20-12-2020,Sunday,14-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,7,weekend,December 2020
21-12-2020,Monday,21-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,1,weekday,December 2020
22-12-2020,Tuesday,21-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,2,weekday,December 2020
23-12-2020,Wednesday,21-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,3,weekday,December 2020
24-12-2020,Thursday,21-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,4,weekday,December 2020
25-12-2020,Friday,21-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,5,weekday,December 2020
26-12-2020,Saturday,21-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,6,weekend,December 2020
27-12-2020,Sunday,21-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,7,weekend,December 2020
28-12-2020,Monday,28-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,1,weekday,December 2020
29-12-2020,Tuesday,28-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,2,weekday,December 2020
30-12-2020,Wednesday,28-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,3,weekday,December 2020
31-12-2020,Thursday,28-12-2020,01-12-2020,01-10-2020,December,12,2020,01-01-2020,pata nhi,DecPmber,13-03-2026,4,weekday,December 2020
01-01-2021,Friday,28-12-2020,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,5,weekday,January 2021
02-01-2021,Saturday,28-12-2020,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,6,weekend,January 2021
03-01-2021,Sunday,28-12-2020,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,7,weekend,January 2021
04-01-2021,Monday,04-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,1,weekday,January 2021
05-01-2021,Tuesday,04-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,2,weekday,January 2021
06-01-2021,Wednesday,04-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,3,weekday,January 2021
07-01-2021,Thursday,04-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,4,weekday,January 2021
08-01-2021,Friday,04-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,5,weekday,January 2021
09-01-2021,Saturday,04-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,6,weekend,January 2021
10-01-2021,Sunday,04-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,7,weekend,January 2021
11-01-2021,Monday,11-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,1,weekday,January 2021
12-01-2021,Tuesday,11-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,2,weekday,January 2021
13-01-2021,Wednesday,11-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,3,weekday,January 2021
14-01-2021,Thursday,11-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,4,weekday,January 2021
15-01-2021,Friday,11-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,5,weekday,January 2021
16-01-2021,Saturday,11-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,6,weekend,January 2021
